item_id,lemma,pos,period,id1,id2,human_median,human_mean,human_n,human_spread,overlap_jaccard,overlap_tokenf1
lx-4-187,plane_nn,nn1,2,fic_1975_780106.txt-271-3,mag_1968_213428.txt-3-11,4.0,4.0,2,0.0,0.0,0.0
lx-4-188,plane_nn,nn1,1,nf_1830_747561.txt-670-18,nf_1836_748113.txt-1959-34,4.0,4.0,2,0.0,0.0,0.0
lx-4-189,prop_nn,nn2,2,mag_1982_490856.txt-258-8,news_1983_671194.txt-58-13,4.0,4.0,3,0.0,0.0,0.0
lx-4-190,quilt_nn,nn1,2,fic_2000_29816.txt-40-8,mag_2006_384882.txt-68-13,4.0,4.0,3,0.0,0.0,0.0
lx-4-191,rag_nn,nn1,2,fic_1960_780071.txt-42-28,fic_1968_10498.txt-2217-5,4.0,4.0,2,0.0,0.0,0.0
lx-4-192,rag_nn,nn1,2,fic_1966_10477.txt-8848-21,fic_1991_53493.txt-523-18,4.0,3.667,3,1.0,0.0,0.0
lx-4-193,record_nn,nn1,1,fic_1852_2751.txt-6158-10,nf_1831_764842.txt-1011-24,4.0,3.667,3,1.0,0.0,0.0
lx-4-194,risk_nn,nn2,2,mag_1965_478419.txt-216-2,nf_1982_773998.txt-1561-5,4.0,4.0,2,0.0,0.0,0.0
lx-4-195,savage_nn,nn1_jj,2,fic_1987_10756.txt-3265-4,fic_1993_25004.txt-3596-26,4.0,4.0,2,0.0,0.0,0.0
lx-4-196,tip_vb,vvd,2,fic_1995_39249.txt-214-11,mag_1982_325204.txt-14-26,4.0,4.0,2,0.0,0.0,0.0
lx-4-197,tip_vb,vvd_vvn,2,fic_1995_39370.txt-186-14,fic_2006_51727.txt-63-8,4.0,4.0,2,0.0,0.0556,0.1053
lx-4-198,twist_nn,nn1,2,fic_1994_41224.txt-249-6,news_1967_726161.txt-90-14,4.0,4.0,2,0.0,0.0833,0.1538
lx-4-199,twist_nn,nn1,2,fic_1994_41224.txt-249-6,news_2000_627649.txt-2198-21,4.0,4.0,2,0.0,0.0385,0.0741
