item_id,lemma,pos,period,id1,id2,human_median,human_mean,human_n,human_spread,overlap_jaccard,overlap_tokenf1
lx-4-186,part_nn,nn1,2,news_1986_669537.txt-32-12,news_2006_636184.txt-14-2,4.0,3.667,3,1.0,0.0,0.0
lx-4-187,pick_vb,vvi,2,fic_1967_781995.txt-4445-4,fic_1976_23914.txt-768-1,4.0,4.0,2,0.0,0.0,0.0
lx-4-188,pin_vb,vvn,1,fic_1839_7024.txt-2238-13,fic_1849_7333.txt-520-6,4.0,4.0,2,0.0,0.0,0.0
lx-4-189,pin_vb,vvg,1,fic_1854_3384.txt-4375-46,fic_1860_3347.txt-635-49,4.0,4.0,2,0.0,0.075,0.1395
lx-4-190,player_nn,nn2,1,mag_1822_553391.txt-126-19,mag_1853_566330.txt-85-13,4.0,3.667,3,1.0,0.0,0.0
lx-4-191,prop_nn,nn2,2,fic_1966_781991.txt-2877-19,fic_1969_781999.txt-7587-7,4.0,4.0,2,0.0,0.0714,0.1333
lx-4-192,quilt_nn,nn1@_jj@,1,fic_1843_7325.txt-233-48,fic_1852_9804.txt-139-32,4.0,3.333,3,2.0,0.0,0.0
lx-4-193,quilt_nn,nn1,1,fic_1854_9230.txt-3965-48,fic_1859_9037.txt-120-33,4.0,4.0,2,0.0,0.0164,0.0323
lx-4-194,quilt_nn,nn1,2,fic_1994_41309.txt-527-45,fic_2003_27792.txt-295-11,4.0,3.75,4,1.0,0.0,0.0
lx-4-195,rally_nn,nn1,2,mag_1970_479120.txt-119-4,mag_1984_480570.txt-263-10,4.0,4.0,2,0.0,0.0,0.0
lx-4-196,thump_nn,nn1,2,fic_1970_16380.txt-5042-12,fic_1983_16197.txt-2014-11,4.0,3.667,3,1.0,0.0,0.0
lx-4-197,thump_nn,nn1,2,fic_1970_16380.txt-5042-12,fic_1988_10768.txt-7866-5,4.0,4.0,2,0.0,0.0,0.0
lx-4-198,tip_vb,vvg,1,fic_1824_7277.txt-826-67,fic_1844_7187.txt-489-25,4.0,4.0,2,0.0,0.0147,0.029
lx-4-199,twist_nn,nn1,2,fic_2009_36961.txt-181-4,mag_1993_395629.txt-18-14,4.0,4.0,2,0.0,0.0,0.0
