item_id,scale_pair,typicality,form,dim1,dim2,sentence,fc_gold,nli_hypothesis,nli_gold
hefter-cc-inverse,hefter,atypical,cc-inverse,das Gewicht des Hefters,die Helligkeit des Sonnenuntergangs,"Je schwerer der Hefter war, desto blasser brannte der Sonnenuntergang.",decrease,"Wenn das Gewicht des Hefters zunimmt, dann nimmt die Helligkeit des Sonnenuntergangs zu.",2
hefter-ctrl-two,hefter,atypical,ctrl-two,das Gewicht des Hefters,die Helligkeit des Sonnenuntergangs,Der Hefter war schwer. Der Sonnenuntergang brannte hell.,undetermined,"Wenn das Gewicht des Hefters zunimmt, dann nimmt die Helligkeit des Sonnenuntergangs zu.",1
hefter-ctrl-single,hefter,atypical,ctrl-single,das Gewicht des Hefters,die Helligkeit des Sonnenuntergangs,Der Hefter war schwerer als der Klebeband-Abroller.,undetermined,"Wenn das Gewicht des Hefters zunimmt, dann nimmt die Helligkeit des Sonnenuntergangs zu.",1
socke-cc-positive,socke,atypical,cc-positive,das Streifenmuster der Socke,die Lautstärke des Donners,"Je gestreifter die Socke war, desto lauter krachte der Donner.",increase,"Wenn das Streifenmuster der Socke zunimmt, dann nimmt die Lautstärke des Donners zu.",0
socke-cc-inverse,socke,atypical,cc-inverse,das Streifenmuster der Socke,die Lautstärke des Donners,"Je gestreifter die Socke war, desto leiser krachte der Donner.",decrease,"Wenn das Streifenmuster der Socke zunimmt, dann nimmt die Lautstärke des Donners zu.",2
socke-ctrl-two,socke,atypical,ctrl-two,das Streifenmuster der Socke,die Lautstärke des Donners,Die Socke war gestreift. Der Donner krachte laut.,undetermined,"Wenn das Streifenmuster der Socke zunimmt, dann nimmt die Lautstärke des Donners zu.",1
socke-ctrl-single,socke,atypical,ctrl-single,das Streifenmuster der Socke,die Lautstärke des Donners,Die Socke war gestreifter als der Handschuh.,undetermined,"Wenn das Streifenmuster der Socke zunimmt, dann nimmt die Lautstärke des Donners zu.",1
lampenschirm-cc-positive,lampenschirm,atypical,cc-positive,die Breite des Lampenschirms,die Säure des Joghurts,"Je breiter der Lampenschirm war, desto saurer schmeckte der Joghurt.",increase,"Wenn die Breite des Lampenschirms zunimmt, dann nimmt die Säure des Joghurts zu.",0
lampenschirm-cc-inverse,lampenschirm,atypical,cc-inverse,die Breite des Lampenschirms,die Säure des Joghurts,"Je breiter der Lampenschirm war, desto süßer schmeckte der Joghurt.",decrease,"Wenn die Breite des Lampenschirms zunimmt, dann nimmt die Säure des Joghurts zu.",2
lampenschirm-ctrl-two,lampenschirm,atypical,ctrl-two,die Breite des Lampenschirms,die Säure des Joghurts,Der Lampenschirm war breit. Der Joghurt schmeckte sauer.,undetermined,"Wenn die Breite des Lampenschirms zunimmt, dann nimmt die Säure des Joghurts zu.",1
lampenschirm-ctrl-single,lampenschirm,atypical,ctrl-single,die Breite des Lampenschirms,die Säure des Joghurts,Der Lampenschirm war breiter als der Sockel.,undetermined,"Wenn die Breite des Lampenschirms zunimmt, dann nimmt die Säure des Joghurts zu.",1
tastatur-cc-positive,tastatur,atypical,cc-positive,der Staub auf der Tastatur,die Größe der Ernte,"Je staubiger die Tastatur war, desto größer fiel die Ernte aus.",increase,"Wenn der Staub auf der Tastatur zunimmt, dann nimmt die Größe der Ernte zu.",0
tastatur-cc-inverse,tastatur,atypical,cc-inverse,der Staub auf der Tastatur,die Größe der Ernte,"Je staubiger die Tastatur war, desto kleiner fiel die Ernte aus.",decrease,"Wenn der Staub auf der Tastatur zunimmt, dann nimmt die Größe der Ernte zu.",2
tastatur-ctrl-two,tastatur,atypical,ctrl-two,der Staub auf der Tastatur,die Größe der Ernte,Die Tastatur war staubig. Die Ernte fiel groß aus.,undetermined,"Wenn der Staub auf der Tastatur zunimmt, dann nimmt die Größe der Ernte zu.",1
tastatur-ctrl-single,tastatur,atypical,ctrl-single,der Staub auf der Tastatur,die Größe der Ernte,Die Tastatur war staubiger als der Monitor.,undetermined,"Wenn der Staub auf der Tastatur zunimmt, dann nimmt die Größe der Ernte zu.",1
ballon-cc-positive,ballon,atypical,cc-positive,der Glanz des Ballons,die Tiefe des Brunnens,"Je glänzender der Ballon war, desto tiefer reichte der Brunnen.",increase,"Wenn der Glanz des Ballons zunimmt, dann nimmt die Tiefe des Brunnens zu.",0
ballon-cc-inverse,ballon,atypical,cc-inverse,der Glanz des Ballons,die Tiefe des Brunnens,"Je glänzender der Ballon war, desto flacher reichte der Brunnen.",decrease,"Wenn der Glanz des Ballons zunimmt, dann nimmt die Tiefe des Brunnens zu.",2
ballon-ctrl-two,ballon,atypical,ctrl-two,der Glanz des Ballons,die Tiefe des Brunnens,Der Ballon war glänzend. Der Brunnen reichte tief.,undetermined,"Wenn der Glanz des Ballons zunimmt, dann nimmt die Tiefe des Brunnens zu.",1
ballon-ctrl-single,ballon,atypical,ctrl-single,der Glanz des Ballons,die Tiefe des Brunnens,Der Ballon war glänzender als das Band.,undetermined,"Wenn der Glanz des Ballons zunimmt, dann nimmt die Tiefe des Brunnens zu.",1
umschlag-cc-positive,umschlag,atypical,cc-positive,die Zerknitterung des Umschlags,die Geschwindigkeit des Zuges,"Je zerknitterter der Umschlag war, desto schneller fuhr der Zug.",increase,"Wenn die Zerknitterung des Umschlags zunimmt, dann nimmt die Geschwindigkeit des Zuges zu.",0
umschlag-cc-inverse,umschlag,atypical,cc-inverse,die Zerknitterung des Umschlags,die Geschwindigkeit des Zuges,"Je zerknitterter der Umschlag war, desto langsamer fuhr der Zug.",decrease,"Wenn die Zerknitterung des Umschlags zunimmt, dann nimmt die Geschwindigkeit des Zuges zu.",2
umschlag-ctrl-two,umschlag,atypical,ctrl-two,die Zerknitterung des Umschlags,die Geschwindigkeit des Zuges,Der Umschlag war zerknittert. Der Zug fuhr schnell.,undetermined,"Wenn die Zerknitterung des Umschlags zunimmt, dann nimmt die Geschwindigkeit des Zuges zu.",1
umschlag-ctrl-single,umschlag,atypical,ctrl-single,die Zerknitterung des Umschlags,die Geschwindigkeit des Zuges,Der Umschlag war zerknitterter als das Paket.,undetermined,"Wenn die Zerknitterung des Umschlags zunimmt, dann nimmt die Geschwindigkeit des Zuges zu.",1
tannenzapfen-cc-positive,tannenzapfen,atypical,cc-positive,die Klebrigkeit des Tannenzapfens,der Preis des Haarschnitts,"Je klebriger der Tannenzapfen war, desto teurer wurde der Haarschnitt.",increase,"Wenn die Klebrigkeit des Tannenzapfens zunimmt, dann nimmt der Preis des Haarschnitts zu.",0
tannenzapfen-cc-inverse,tannenzapfen,atypical,cc-inverse,die Klebrigkeit des Tannenzapfens,der Preis des Haarschnitts,"Je klebriger der Tannenzapfen war, desto billiger wurde der Haarschnitt.",decrease,"Wenn die Klebrigkeit des Tannenzapfens zunimmt, dann nimmt der Preis des Haarschnitts zu.",2
tannenzapfen-ctrl-two,tannenzapfen,atypical,ctrl-two,die Klebrigkeit des Tannenzapfens,der Preis des Haarschnitts,Der Tannenzapfen war klebrig. Der Haarschnitt war teuer.,undetermined,"Wenn die Klebrigkeit des Tannenzapfens zunimmt, dann nimmt der Preis des Haarschnitts zu.",1
tannenzapfen-ctrl-single,tannenzapfen,atypical,ctrl-single,die Klebrigkeit des Tannenzapfens,der Preis des Haarschnitts,Der Tannenzapfen war klebriger als die Eichel.,undetermined,"Wenn die Klebrigkeit des Tannenzapfens zunimmt, dann nimmt der Preis des Haarschnitts zu.",1
